Mode,Route Type,Route Num,Route Name,RPTP Level of Service,Area,month,passengers
Bus,School,S031,Pinehill To Westlake Schools,School,North,2024-10-01,533.0
Bus,School,S031A,McAuley High To Otara Town Centre,School,South,2024-10-01,126.0
Bus,School,S031B,St Johns Schools To Forrest Hill,School,North,2024-10-01,1200.0
Bus,School,S031C,Otara Town Centre To De La Salle College,School,South,2024-10-01,151.0
Bus,School,S031G,West Harbour and Greenhithe to North Shore Schools,School,West,2024-10-01,997.0
Bus,School,S032,Northcote Intermediate And St Marys Primary To Hillcrest,School,North,2024-10-01,340.0
Bus,School,S032A,Westlake Boys To Browns Bay,School,North,2024-10-01,1897.0
Bus,School,S033,Westlake Boys To Northcross,School,North,2024-10-01,474.0
Bus,School,S033A,Long Bay To Westlake Schools,School,North,2024-10-01,923.0
Bus,School,S033D,Rosmini College To Verrans Corner,School,North,2024-10-01,504.0
Bus,School,S034,Westlake Boys To Takapuna Via Milford And Crown Hill,School,North,2024-10-01,574.0
Bus,School,S035,St Marys Primary To Beach Haven,School,North,2024-10-01,277.0
Bus,School,S035B,Mt Wellington To Otahuhu Schools,School,South,2024-10-01,210.0
Bus,School,S036,St Marys Primary To Bayview,School,North,2024-10-01,73.0
Bus,School,S036A,Westlake Girls To Campbells Bay,School,South,2024-10-01,352.0
Bus,School,S037,Glenfield To Westlake Schools Via Marlborough,School,North,2024-10-01,485.0
Bus,School,S038,Northcote Int To Verrans Corner Via Onewa Rd And Highbury,School,North,2024-10-01,363.0
Bus,School,S039,Kaukapakapa To Hibiscus Coast Station,School,North,2024-10-01,256.0
Bus,School,S040,Hibiscus Coast Station To Orewa College Via Millwater Pkwy,School,North,2024-10-01,1587.0
Bus,School,S041,Torbay To Westlake Schools,School,North,2024-10-01,754.0
Bus,School,S041A,Mangere To Otahuhu Schools,School,South,2024-10-01,243.0
Bus,School,S042,Albany To Westlake Schools,School,North,2024-10-01,457.0
Bus,School,S042B,Campbells Bay Primary To Forrest Hill,School,North,2024-10-01,521.0
Bus,School,S042C,Castor Bay To Campbells Bay Primary,School,North,2024-10-01,330.0
Bus,School,S043,Torbay To Rangitoto College Via Murrays Bay Intermediate,School,North,2024-10-01,510.0
Bus,School,S044,Browns Bay Shops To Rangitoto College Via Murrays Bay Interm,School,North,2024-10-01,759.0
Bus,School,S044A,Westlake Girls To Silverdale,School,North,2024-10-01,291.0
Bus,School,S045,Long Bay College To Windsor Park,School,North,2024-10-01,575.0
Bus,School,S045B,Orewa To Westlake Schools,School,North,2024-10-01,264.0
Bus,School,S045D,Westlake Schools To Silverdale,School,North,2024-10-01,296.0
Bus,School,S046,Carmel College And Westlake Girls To Glenfield,School,North,2024-10-01,287.0
Bus,School,S046B,De La Salle College To Otara,School,South,2024-10-01,185.0
Bus,School,S046D,Orewa To Rosmini College And Westlake Boys,School,North,2024-10-01,770.0
Bus,School,S046G,St Josephs School To Orewa,School,North,2024-10-01,184.0
Bus,School,S046X,St Josephs To Silverdale Express,School,North,2024-10-01,604.0
Bus,School,S047A,Carmel College And Westlake Girls To Gulf Harbour,School,North,2024-10-01,873.0
Bus,School,S047B,Gulf Harbour To Westlake Girls And Carmel College,School,North,2024-10-01,679.0
Bus,School,S047C,Carmel College And Westlake Girls To Silverdale,School,Central,2024-10-01,383.0
Bus,School,S047D,Silverdale To Westlake Schools,School,North,2024-10-01,349.0
Bus,School,S048,Northcross To East Coast Bays Schools,School,North,2024-10-01,724.0
Bus,School,S049,St Josephs And Rosmini College To Browns Bay,School,North,2024-10-01,387.0
Bus,School,S049A,Kowhai Rd To Long Bay College,School,North,2024-10-01,494.0
Bus,School,S049C,Westlake Boys To Manly,School,North,2024-10-01,713.0
Bus,School,S050,Orewa College To Hibiscus Coast Station Via Bankside Dr,School,North,2024-10-01,820.0
Bus,School,S050A,Hibiscus Coast Station To Orewa College Via Bankside  Rd,School,Central,2024-10-01,818.0
Bus,School,S050B,West Harbour to Waitakere Schools and Holy Cross School,School,West,2024-10-01,2345.0
Bus,School,S051,Sunnynook To Westlake Schools,School,North,2024-10-01,343.0
Bus,School,S051B,Campbells Bay Primary To Milford,School,Central,2024-10-01,354.0
Bus,School,S052,Westlake Schools To Sunnynook,School,North,2024-10-01,158.0
Bus,School,S052A,Wairau Valley To Westlake Schools Via Sunnynook,School,North,2024-10-01,393.0
Bus,School,S053,Unsworth To Westlake Schools,School,North,2024-10-01,88.0
Bus,School,S053A,Long Bay College To Murrays Bay,School,North,2024-10-01,1009.0
Bus,School,S053B,Campbells Bay To Westlake Schools,School,North,2024-10-01,565.0
Bus,School,S053E,Westlake Boys To Campbells Bay,School,North,2024-10-01,416.0
Bus,School,S053F,Parrs Park to Avondale College,School,West,2024-10-01,671.0
Bus,School,S054,St Johns School To Milford,School,North,2024-10-01,1108.0
Bus,School,S054A,Totara Vale To Westlake Schools Via Sunnynook,School,North,2024-10-01,268.0
Bus,School,S055,Westlake Schools To Wairau Valley,School,North,2024-10-01,209.0
Bus,School,S055A,Conifer Grove To Rosehill Schools,School,South,2024-10-01,620.0
Bus,School,S055C,McAuley High To Papakura,School,South,2024-10-01,433.0
Bus,School,S055D,Papakura To McAuley High,School,South,2024-10-01,339.0
Bus,School,S055F,Rosehill College To Conifer Grove,School,South,2024-10-01,645.0
Bus,School,S056,Carmel College To Glenfield,School,North,2024-10-01,342.0
Bus,School,S056C,Rosehill College To Manurewa Via Wattles Down,School,South,2024-10-01,178.0
Bus,School,S056D,Wattle Downs To Rosehill Schools,School,South,2024-10-01,328.0
Bus,School,S056E,Forest Hill to Avondale College,School,West,2024-10-01,755.0
Bus,School,S057,Westlake Schools To Glenfield,School,North,2024-10-01,339.0
Bus,School,S057A,Rosehill College To Waitaia Shores,School,South,2024-10-01,427.0
Bus,School,S058,Torbay School To Long Bay,School,North,2024-10-01,95.0
Bus,School,S058A,Favona To Onehunga Schools,School,South,2024-10-01,348.0
Bus,School,S058B,Manurewa Station To Rosehill Schools,School,South,2024-10-01,431.0
Bus,School,S058C,Rosehill College To Manurewa,School,South,2024-10-01,524.0
Bus,School,S058D,Rosehill Intermediate To Manurewa Station Via Conifer Grove,School,South,2024-10-01,305.0
Bus,School,S059,Rangitoto College To Browns Bay Shops,School,North,2024-10-01,1000.0
Bus,School,S059A,De La Salle College To Papakura,School,South,2024-10-01,400.0
Bus,School,S059B,Mangere To Onehunga Schools,School,South,2024-10-01,436.0
Bus,School,S059C,Papakura To De La Salle College,School,South,2024-10-01,229.0
Bus,School,S060,Meadowood To Albany Schools,School,North,2024-10-01,1424.0
Bus,School,S060A,St Johns School To Pinehill,School,North,2024-10-01,607.0
Bus,School,S060K,Kumeu And Huapai To Kaipara College,School,West,2024-10-01,558.0
Bus,School,S061,Albany Heights To Albany Schools,School,North,2024-10-01,2126.0
Bus,School,S061A,Rangitoto College To Torbay,School,North,2024-10-01,867.0
Bus,School,S061E,Mangere Town Centre To Onehunga Schools,School,South,2024-10-01,729.0
Bus,School,S061G,Onehunga High To Mangere Town Centre,School,South,2024-10-01,256.0
Bus,School,S061J,Royal Oak Intermediate To Mangere Town Centre,School,South,2024-10-01,233.0
Bus,School,S062,Rangitoto College To Browns Bay Shops Via Beach Rd,School,North,2024-10-01,670.0
Bus,School,S062A,Favona To Onehunga Schools Via Mangere Bridge,School,South,2024-10-01,341.0
Bus,School,S062B,Takapuna To Takapuna Grammar,School,North,2024-10-01,430.0
Bus,School,S062C,Unsworth To Albany Primary,School,North,2024-10-01,826.0
Bus,School,S063,Northcross Intermediate To Torbay,School,North,2024-10-01,746.0
Bus,School,S064,Albany Station To Epsom And Remuera Schools,School,North,2024-10-01,1592.0
Bus,School,S064C,One Tree Hill College To Otahuhu,School,South,2024-10-01,432.0
Bus,School,S065,Rangitoto College To Takapuna Via Beach Rd,School,North,2024-10-01,530.0
Bus,School,S065B,Otahuhu Town Centre To Ellerslie Penrose Schools,School,South,2024-10-01,378.0
Bus,School,S066,Rangitoto College To Takapuna,School,North,2024-10-01,661.0
Bus,School,S067A,One Tree Hill College To Otahuhu Town Centre,School,South,2024-10-01,168.0
Bus,School,S068,Carmel College To Beach Haven,School,North,2024-10-01,431.0
Bus,School,S069,St Johns School To Albany,School,North,2024-10-01,432.0
Bus,School,S070,Schnapper Rock To Upper Harbour Primary,School,North,2024-10-01,956.0
Bus,School,S070A,Long Bay College To Browns Bay Shops,School,North,2024-10-01,519.0
Bus,School,S071,Pinehill To Long Bay College,School,North,2024-10-01,1548.0
Bus,School,S072,Northcote College To Marlborough,School,North,2024-10-01,276.0
Bus,School,S072D,Titirangi to Avondale College,School,West,2024-10-01,1377.0
Bus,School,S073,Westlake Schools To Totara Vale Via Sunnynook,School,North,2024-10-01,340.0
Bus,School,S073A,Edgewater College To Otahuhu,School,South,2024-10-01,97.0
Bus,School,S073B,Birkdale To Wairau Intermediate,School,North,2024-10-01,414.0
Bus,School,S073C,Otahuhu To Edgewater College,School,South,2024-10-01,39.0
Bus,School,S073H,Woodlands Park to Glen Eden Intermediate,School,West,2024-10-01,492.0
Bus,School,S074,Windy Ridge To Westlake Schools,School,North,2024-10-01,835.0
Bus,School,S074D,Laingholm To Glen Eden Intermediate,School,West,2024-10-01,967.0
Bus,School,S075,Glenfield Intermediate to Beach Haven,School,North,2024-10-01,548.0
Bus,School,S075B,Laingholm Primary to Green Bay High School,School,West,2024-10-01,637.0
Bus,School,S076,Glenfield Schools to Windy Ridge,School,North,2024-10-01,343.0
Bus,School,S076A,Laingholm To Green Bay High School,School,West,2024-10-01,1653.0
Bus,School,S076B,Northcross Intermediate To Stella Maris,School,North,2024-10-01,476.0
Bus,School,S077B,Verrans Corner To Glenfield Schools,School,North,2024-10-01,318.0
Bus,School,S078,Sunnynook To Glenfield College,School,North,2024-10-01,509.0
Bus,School,S079,Chatswood To Birkenhead Schools,School,North,2024-10-01,276.0
Bus,School,S080,Takapuna Grammar To Devonport,School,North,2024-10-01,414.0
Bus,School,S080A,Chatswood To Northcote Schools,School,North,2024-10-01,538.0
Bus,School,S081,Hillcrest To Northcote Schools,School,North,2024-10-01,780.0
Bus,School,S081A,Stanley Bay To Belmont Intermediate And Takapuna Grammar,School,North,2024-10-01,987.0
Bus,School,S082,Takapuna Grammar To Stanley Bay,School,North,2024-10-01,682.0
Bus,School,S082A,Stanley Bay To Belmont Schools,School,North,2024-10-01,591.0
Bus,School,S083,Devonport To Belmont Schools Via Cheltenham,School,North,2024-10-01,843.0
Bus,School,S084,Belmont Intermediate To Devonport,School,North,2024-10-01,268.0
Bus,School,S084B,Mangere To St Josephs School (Onehunga),School,South,2024-10-01,108.0
Bus,School,S084C,St Josephs School (Onehunga) To Mangere Town Centre,School,South,2024-10-01,150.0
Bus,School,S087,Stanley Bay To Westlake Schools,School,North,2024-10-01,1019.0
Bus,School,S087C,Te Huruhi School To Oneroa,School,Waiheke Island,2024-10-01,250.0
Bus,School,S088,Waiheke High School To Rocky Bay,School,Waiheke Island,2024-10-01,264.0
Bus,School,S089,Takapuna Normal Intermediate To Devonport,School,North,2024-10-01,165.0
Bus,School,S089D,Te Huruhi School To Rocky Bay,School,Waiheke Island,2024-10-01,158.0
Bus,School,S090,Matiatia Wharf To Kennedy Point Schools,School,Waiheke Island,2024-10-01,264.0
Bus,School,S091,Oneroa Beach To Waiheke High School,School,Waiheke Island,2024-10-01,210.0
Bus,School,S092,Piemelon Bay Rd To Waiheke Schools,School,Waiheke Island,2024-10-01,272.0
Bus,School,S093,Waiheke High School To Palm Beach,School,Waiheke Island,2024-10-01,188.0
Bus,School,S094,Palm Road To Waiheke Primary,School,Waiheke Island,2024-10-01,353.0
Bus,School,S095,Te Huruhi School To Waiheke Rd,School,Waiheke Island,2024-10-01,267.0
Bus,School,S096,Waiheke High School To Piemelon Bay Rd,School,Waiheke Island,2024-10-01,436.0
Bus,School,S097,Rocky Bay to Waiheke Schools,School,Waiheke Island,2024-10-01,157.0
Bus,School,S213,Te Atatu Schools To Henderson Town Centre,School,West,2024-10-01,350.0
Bus,School,S220,Waiheke High School To Oneroa,School,Waiheke Island,2024-10-01,209.0
Bus,School,S400,"Panmure To One Tree Hill College, Ellerslie School And St Ma",School,East,2024-10-01,1287.0
Bus,School,S401,Mt Wellington To St Marys School And Ellerslie School,School,East,2024-10-01,1205.0
Bus,School,S402,Panama Rd To One Tree Hill College And Ellerslie Schools,School,Central,2024-10-01,925.0
Bus,School,S409,Glendowie And St Johns To Baradene College,School,East,2024-10-01,976.0
Bus,School,S410,Panmure To Baradene Via Marua Rd,School,East,2024-10-01,944.0
Bus,School,S411,Panmure To Baradene Via Stonefields,School,Central,2024-10-01,1092.0
Bus,School,S412,Glen Innes To Baradene Via West Tamaki Rd,School,Central,2024-10-01,815.0
Bus,School,S413,St Heliers To Baradene College,School,Central,2024-10-01,1608.0
Bus,School,S414,Commerce St To Sacred Heart,School,Central,2024-10-01,740.0
Bus,School,S415,Pakuranga To Sacred Heart College,School,East,2024-10-01,666.0
Bus,School,S416,Botany To Sacred Heart College,School,East,2024-10-01,1046.0
Bus,School,S417,Ellerslie To Sacred Heart And Glendowie Colleges,School,Central,2024-10-01,2166.0
Bus,School,S418,Balmoral To Sacred Heart And Glendowie Colleges,School,Central,2024-10-01,1343.0
Bus,School,S419,Newmarket To Sacred Heart And Glendowie Colleges,School,Central,2024-10-01,899.0
Bus,School,S420,Pakuranga To Buck Beach Int & Macleans College Via Farm Cove,School,East,2024-10-01,807.0
Bus,School,S421,Burswood To Farm Cove Intermediate,School,East,2024-10-01,842.0
Bus,School,S424,Bucklands Beach To Bucklands Beach Intermediate,School,East,2024-10-01,365.0
Bus,School,S425,Botany To Bucklands Beach Intermediate And Macleans College,School,East,2024-10-01,778.0
Bus,School,S426,Botany To Macleans College,School,East,2024-10-01,1003.0
Bus,School,S427,Flat Bush To Bucklands Beach Intermediate And Macleans Colle,School,East,2024-10-01,1134.0
Bus,School,S428,Botany To Bucklands Beach Intermediate And Macleans College,School,East,2024-10-01,781.0
Bus,School,S429,Macleans College to Botany Town Centre,School,East,2024-10-01,688.0
Bus,School,S430,Meadowlands To Owairoa Primary,School,East,2024-10-01,283.0
Bus,School,S431,Botany To Howick College And Somerville Intermediate,School,East,2024-10-01,463.0
Bus,School,S433,Redcastle Dr To Somerville Intermediate And Howick College,School,East,2024-10-01,1002.0
Bus,School,S434,Dannemora To Somerville Intermediate And Howick College,School,East,2024-10-01,2434.0
Bus,School,S435,Dannemora To Somerville Intermediate,School,East,2024-10-01,1059.0
Bus,School,S436,Flat Bush To Somerville Intermediate And Howick College,School,East,2024-10-01,1532.0
Bus,School,S437,Cockle Bay School To Flat Bush,School,East,2024-10-01,273.0
Bus,School,S439,Our Lady Star Of The Sea To Botany Downs,School,East,2024-10-01,180.0
Bus,School,S440,Bucklands Beach To Sancta Maria,School,East,2024-10-01,920.0
Bus,School,S441,Howick To Sancta Maria,School,East,2024-10-01,695.0
Bus,School,S442,Cockle Bay To Sancta Maria,School,East,2024-10-01,418.0
Bus,School,S443,Manukau Bus Station To Sancta Maria,School,East,2024-10-01,911.0
Bus,School,S444,Manukau Bus Station To Howick Intermediate,School,East,2024-10-01,886.0
Bus,School,S445,Howick Intermediate To Chapel Rd,School,East,2024-10-01,209.0
Bus,School,S449,Westlake Boys To Hibiscus Coast Station,School,North,2024-10-01,321.0
Bus,School,S461,Middlemore Hospital To Papatoetoe Intermediate Via Wallace R,School,South,2024-10-01,829.0
Bus,School,S462,Papatoetoe To Papatoetoe Intermediate,School,South,2024-10-01,509.0
Bus,School,S463,Puhinui Rd  To Papatoetoe Schools,School,South,2024-10-01,771.0
Bus,School,S464,Papatoetoe Intermediate To Clover Park,School,South,2024-10-01,377.0
Bus,School,S465,Papatoetoe High To Papatoetoe Via Puhinui Rd,School,South,2024-10-01,151.0
Bus,School,S466,Marcellin College To Sylvia Park,School,Central,2024-10-01,358.0
Bus,School,S500,St Marys College To Pt Chevalier Beach,School,Central,2024-10-01,466.0
Bus,School,S501,Britomart To St Marys College,School,Central,2024-10-01,1613.0
Bus,School,S505,Ponsonby To Motions Rd Opp Pasadena School,School,Central,2024-10-01,692.0
Bus,School,S510,Lynfield To Auckland Grammar And St Peters College,School,Central,2024-10-01,1149.0
Bus,School,S511,Lynfield To Waikowhai Intermediate,School,Central,2024-10-01,673.0
Bus,School,S512,Epsom Girls Grammar To Lynfield,School,Central,2024-10-01,530.0
Bus,School,S514,Remuera To Auckland Grammar Via Lillington Rd,School,Central,2024-10-01,884.0
Bus,School,S515,Remuera To Auckland Grammar Via Portland Rd,School,Central,2024-10-01,922.0
Bus,School,S516,Parnell To Auckland Grammar Via Epsom Schools,School,Central,2024-10-01,415.0
Bus,School,S519,Ellerslie To Baradene,School,Central,2024-10-01,433.0
Bus,School,S520,Mt Roskill Shops To Epsom And Remuera Schools,School,Central,2024-10-01,863.0
